Countries,Approval Process of GE,,,,,Environmental Risk  Assessment of GE,,,,,Labeling Policies of  GE ,,,,,Membership of International Agreements ,,,,,Commercialization approval of GE,,,,,"Food safety assessment of food derived from GE


0",,,,,Traceability requirement,,,,,Marketing &Trade of GE,,,
British Virgin Islands,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Brunei 
Darussalam",0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Bulgaria,,,,3,,,,,3,,0,,,,,,,2,,,,,,3,,,,,3,,0,,,,,,,,14
Burkina Faso,0,,,,,0,,,,,,,2,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,8
Burundi,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Cabo Verde,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Cambodia,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Cameroon,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Canada,,,2,,,,,2,,,,1,,,,,,2,,,0,,,,,,,2,,,0,,,,,0,,,9
Cayman Islands,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Central African
 Republic",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Chad,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Chile,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
China,,1,,,,,1,,,,0,,,,,0,,,,,,1,,,,,1,,,,0,,,,,,4,,8
Christmas Islands,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Cocos (Keeling) Islands,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Colombia,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Comoros,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Congo (DROC),0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Congo (ROC),0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Cook Islands,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Costa Rica,0,,,,,0,,,,,0,,2,,,0,,,,,0,,,,,0,,,,,,,,3,,,4,,9
Cote d'Ivoire,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Croatia,,,,3,,,,,3,,,,,3,,,,2,,,,,,3,,,,,3,,,,,3,,,4,,24
Cuba,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Curacao,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Cyprus,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Czech Republic,,,,3,,,,,3,,,,,3,,,,2,,,,,,3,,,,,3,,,,,3,,,4,,24
Denmark,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Djibouti,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Dominica,0,,,,,0,,,,,0,,,,,,,,3,,0,,,,,0,,,,,0,,,,,,4,,7
"Dominican 
Republic",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Ecuador,0,,,,,0,,,,,0,,,,,,,,,4,0,,,,,0,,,,,0,,,,,,4,,8
Egypt,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
El Salvador,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Equatorial Guinea,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Eritrea,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,4,,4
Estonia,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Eswatini,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Ethiopia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Falkland Islands 
(Islas Malvinas)",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Faroe Islands,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Fiji,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Finland,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
France,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
French Guiana,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
French Polynesia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"French Southern 
and Antarctic Lands",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Gabon,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Gambia,0,,,,,0,,,,,0,,,,,0,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Georgia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Germany,,,,3,,,,,3,,0,,,,,,,2,,,,,,3,,,,,3,,0,,,,,,4,,18
Ghana,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Gibraltar,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Greece,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Greenland,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Grenada,0,,,,,0,,,,,0,,,,,,,,3,,0,,,,,0,,,,,0,,,,,,4,,7
Guadeloupe,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Guatemala,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Guinea,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Guinea-Bissau,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Guyana,0,,,,,0,,,,,0,,,,,,,,3,,0,,,,,0,,,,,0,,,,,,4,,7
Haiti,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Heard Island and
 McDonald Islands",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Holy See
 (Vatican City)",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Honduras,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Hong Kong,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,6
Hungary,,,,3,,,,,3,,0,,,,,,,2,,,,,,3,,,,,3,,0,,,,,,4,,18
Iceland,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
India,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Indonesia,0,,,,,0,,,,,0,,,,,,,,,4,0,,,,,0,,,,,0,,,,,,4,,8
Iran,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Iraq,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,4,,4
Ireland,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Israel,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Italy,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Jamaica,0,,,,,0,,,,,0,,,,,,,,3,,0,,,,,0,,,,,0,,,,,,4,,7
Japan,,,,3,,,,2,,,,,2,,,,,,3,,0,,,,,,,2,,,0,,,,,,4,,16
Jordan,,1,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,5
Kazakhstan,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Kenya,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Kiribati,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Kosovo,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Kuwait,,,,,4,,,,,4,,,,,4,0,,,,,,,,,4,,,,,4,,,,,4,,,8,32
Kyrgyzstan,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Laos,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Latvia,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Lebanon,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Lesotho,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Liberia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Libya,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Liechtenstein,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Lithuania,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Luxembourg,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Macao,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Madagascar,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Malawi,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Malaysia,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Maldives,0,,,,,0,,,,,0,,,,,2,,,,,0,,,,,0,,,,,0,,,,,,4,,6
Mali,0,,,,,0,,,,,,,2,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,8
Malta,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Marshall Islands,0,,,,,0,,,,,0,,,,,0,,2,,,0,,,,,0,,,,,,,,,,,4,,6
Martinique,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Mauritania,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Mauritius,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Mayotte,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Mexico,,,2,,,,,2,,,0,,,,,,,2,,,,,2,,,,,2,,,0,,,,,,4,,14
Micronesia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Moldova,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Monaco,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Mongolia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Montenegro,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Montserrat,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Morocco,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Mozambique,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,4,,4
Myanmar,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Namibia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Nauru,0,,,,,0,,,,,0,,,,,0,,,,4,0,,,,,0,,,,,0,,,,,,4,,8
Nepal,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Netherlands,,,,3,,,,,3,,,,,3,,,,2,,,,,,3,,,,,3,,,,,3,,,4,,24
Netherlands Antilles,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
New Caledonia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
New Zealand,,,,3,,,,,3,,,,2,,,,,,,4,,,,3,,,,,3,,0,,,,,,4,,22
Nicaragua,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Niger,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Nigeria,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Norfolk Island,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
North Korea,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
North Macedonia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Norway,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Oman,,,,,4,,,,,4,,,,,4,0,,,,,0,,,,4,,,,,4,,,,,4,,,8,32
Pakistan,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Palau,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Panama,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Papua New Guinea,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Paraguay,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Peru,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Philippines,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Pitcairn Islands,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Poland,,,,3,,,,,3,,0,,,,,0,,,,,,,,3,,,,,3,,0,,,,,,4,,16
Portugal,,,,3,,,,,3,,,,,3,,,,2,,,,,,3,,,,,3,,,,,3,,,4,,24
Qatar,,,,,4,,,,,4,,,,,4,0,,,,,,,,,4,,,,,4,,,,,4,,,8,32
Reunion,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,4,,4
Romania,,,,3,,,,,3,,,,,3,,,,2,,,,,,3,,,,,3,,,,,3,,,4,,24
Russia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,4,,4
Rwanda,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Saint Helena,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Saint Kitts and
 Nevis",0,,,,,0,,,,,0,,,,,,,,3,,0,,,,,0,,,,,0,,,,,,4,,7
Saint Lucia,0,,,,,0,,,,,0,,,,,,,,,4,0,,,,,0,,,,,0,,,,,,4,,8
"Saint Pierre and 
Miquelon",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Saint Vincent and
 the Grenadines",0,,,,,0,,,,,0,,,,,,,3,,,0,,,,,0,,,,,0,,,,,,4,,7
"Samoa 
(Western Samoa)",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
San Marino,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Sao Tome and
 Principe",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Saudi Arabia,,,,,4,,,,,4,,,,,4,0,,,,,,,,,4,,,,,4,,,,,4,,,8,32
Senegal,0,,,,,0,,,,,,,2,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,8
Serbia,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Seychelles,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Sierra Leone,0,,,,,0,,,,,0,,,,,,,,,4,0,,,,,0,,,,,0,,,,,,4,,8
Singapore,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Sint Maarten,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Slovakia,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Slovenia,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Solomon Islands,0,,,,,0,,,,,0,,,,,0,,,,4,0,,,,,0,,,,,0,,,,,,4,,8
Somalia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
South Africa,,,2,,,,,,3,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,11
South Korea,,,2,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,8
South Sudan,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Spain,,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,3,,,,,3,,,4,,26
Sri Lanka,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Sudan,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Suriname,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Svalbard and 
Jan Mayen",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Sweden,,,,3,,,,,3,,,,,3,,,,2,,,,,,3,,,,,3,,,,,3,,,4,,24
Switzerland,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Syria,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Taiwan,,,2,,,0,,,,,,,,3,,0,,,,,0,,,,,0,,,,,,,,3,,,4,,12
Tajikistan,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Tanzania,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,6
Thailand,,,2,,,0,,,,,,,2,,,0,,,,,,,2,,,,,,3,,,,2,,,,4,,15
Timor-Leste,0,,,,,0,,,,,0,,,,,0,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Togo,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Tokelau,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Tonga,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Trinidad and 
Tobago",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Tunisia,0,,,,,0,,,,,0,,,,,,,2,,,0,,,,,0,,,,,0,,,,,,4,,6
Turkey,0,,,,,0,,,,,,,,3,,0,,,,,0,,,,,0,,,,,,,,3,,,4,,10
Turkmenistan,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
"Turks and 
Caicos Islands",0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,4,,4
Tuvalu,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Uganda,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Ukraine,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4, ,4
"United Arab
 Emirates",,,,,4,,,,,4,,,,,4,0,,,,,,,,,4,,,,,4,0,,,,4,,,8,32
United Kingdom,,,,3,,,,,3,,,,3,,,,,,3,,,,,3,,,,,3,,0,,,,,,4,,22
Uruguay,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Uzbekistan,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Vanuatu,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Venezuela,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Vietnam,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Wallis and Futuna,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Yemen,,,,,4,,,,,4,,,,,4,0,,,,,,,,,4,,,,,4,,,,,4,,,8,32
Yugoslavia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Zambia,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
Zimbabwe,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4,,4
